Category,Brand,Model,Product Name,Product Link,Description,Specification
Hand Tools / Wrenches / Ratcheting Wrenches,Milwaukee,48-22-9413-48-22-9513,144-Position Flex-Head Ratcheting Combination Wrench Set SAE and METRIC (30-Piece),https://www.homedepot.com/p/Milwaukee-144-Position-Flex-Head-Ratcheting-Combination-Wrench-Set-SAE-and-METRIC-30-Piece-48-22-9413-48-22-9513/317521332,"About This Product The Milwaukee 30-Piece SAE and METRIC Flex Head Ratcheting Combination Wrench Set features 2.5° of arc swing and 144 ratcheting positions, allowing quick and efficient work in tight spaces. The flex head wrenches have double-stacked pawls within the ratcheting mechanism, which increases durability and extends the life of the tools. The flexible head gives users increased accessibility in difficult-to-reach areas. The MAXBITE Open-End Grip improves the wrench's grip on nuts and bolts, offering users 25% more torque than smooth-faced wrenches. This flex head wrench set feature ergonomic I-Beam handles designed for improved comfort and ink-filled size labels for easy size identification and quick distinction between SAE and METRIC sets. The 30-piece ratcheting combination wrench set comes in two trays designed for steel storage drawers for efficient storage with no wasted space. Milwaukee combination wrenches feature a lifetime guarantee. Highlights 2.5° arc swing and 144 ratcheting positionsDurable, double stacked pawlsLifetime Warranty 2.5° of arc swing144 ratcheting positionsDouble stacked pawls within ratcheting mechanism for increased durabilityMAX BITE open-end grip for 25% more torqueFlex head designComfortable I-beam handle designInk-filled size labelsOrganized storage solutionAdjustable set screw for preferred flex head tensionLifetime guaranteeSAE set includes: 1/4 in., 9/32 in., 5/16 in., 11/32 in., 3/8 in., 7/16 in., 1/2 in., 9/16 in., 5/8 in., 11/16 in., 3/4 in., 13/16 in., 7/8 in., 15/16 in., 1 in.METRIC set includes: 8 mm, 9 mm, 10 mm, 11 mm, 12 mm, 13 mm, 14 mm, 15 mm, 16 mm, 17 mm, 18 mm, 19 mm, 20 mm, 21 mm, 22 mmKit includes: one 48-22-8413 144-position Flex-head ratcheting combination wrench set SAE (15-piece) and one 48-22-9513 144-position Flex-head ratcheting combination wrench set metric (15-piece)<a href=""https://www.homedepot.com/b/Milwaukee/N-5yc1vZzv"" target=""_blank"" style=""color:#F96302;"">Shop All Milwaukee Products</a> None","Details:
  - Features: Flex Head,No Additional Features
  - Hand Tool Type: Combination Wrench
  - Individual/Set: Set
  - Number of Pieces: 30
  - Returnable: 90-Day
  - SAE vs. Metric: Metric,SAE
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Lifetime Guarantee
"
Hand Tools / Cutting Tools / Snips,Crescent,M3R,"Wiss 9-3/4 in. Compound Action Straight, Left, and Right Cut Aviation Snips",https://www.homedepot.com/p/Crescent-Wiss-9-3-4-in-Compound-Action-Straight-Left-and-Right-Cut-Aviation-Snips-M3R/100065942,"About This Product Crescent Wiss has taken the Aviation Snip to the next level with the advanced MetalMaster Aviation Snips. The precision-cast molybdenum blades have CNC-ground serrations which allow for more uniform serrations that provide a cleaner cut, every time. Featuring extended pivot bolt life due to the superior free-float design and spring-action design which allows for fast, effortless feed. The all-new latch design provides ergonomic, single-handed operation for left- or right-handed users. New extended non-slip handle grips give users better control while cutting. The new generation of Crescent Wiss MetalMaster will cut over 8 miles of steel and feature up to 10x longer cut life than traditional aviation snips. Available in left/straight cut, right/straight cut, and straight cut. Highlights Cuts up to 8 miles of 18-gauge low carbon steelSerrated blades spread cutting force, saving time and energyFull lifetime warranty Cuts straight and slight left and right curvesBright yellow handles for quick identificationMade in the USACuts up to 18-Gauge low carbon, rolled steelTested up to 500,000 cuts, engineered for superior cutting performanceSuperior design requires 20% less force to cutUltra durable pivot bolt design provides a longer cutting lifePrecision-ground, serrated blades allow for enhanced material controlSpring-loaded return for easy useSingle-handed latch operation for left or right-handed useErgonomic, single material non-slip handle grips provide easy cleaning with built-in hang hole for convenient storageNote: product may vary by store None","Details:
  - Blade Material: Steel
  - Features: Assisted Opening,Lockable Blade
  - Hand Tool Type: Snips/Sidecutters
  - Handle Material: Comfort Grip
  - Individual/Set: Individual
  - Number of Pieces: 1
  - Pack Size: 1
  - Product Weight (lb.): .9 lb
  - Rolled Steel Gauge Cutting Capacity: 18
  - Snip Type: Aviation Snip
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Full Lifetime

Dimensions:
  - Blade Length (in.): 1.5 in
  - Blade Width (in.): 1
  - Handle Length (in.): 4.5 in
  - Product Depth (in.): 3.1 in
  - Product Length (in.): 9.75 in
  - Product Width (in.): 1.115 in
"
Hand Tools / Cutting Tools / Scissors,Anvil,90841,Straight Scissors 5-Piece,https://www.homedepot.com/p/Straight-Scissors-5-Piece-90841/325208862,"About This Product This 5-Piece Scissors Set is ideal for all your household tasks or projects. The lightweight design and comfort-grip handles offer easy handling while cutting. This comprehensive set includes: (2) 8-in. Scissors, (1) 7-in. Scissor, (1) 5.5-in. Craft Scissor, (1) 8.5-in. General Household Scissor. Highlights Ideal for all your projects or household tasksComfort-grip handles with long-lasting cutting edge5-piece set provides variety of scissors Set includes: (2) 8-in. utility scissors, (1) 7-in. utility scissors, (1) 5.5- in. craft scissor, (1) 8.5-in. household scissorComfort-grip handles offer easy handling while cuttingStrong and durable set with a long-lasting cutting edgePerfect addition to your household tool boxHousehold scissors include a bottle opener on the end of the handle None","Details:
  - Features: No Additional Features
  - Hand Tool Type: Scissors
  - Individual/Set: Set
  - Number of Pieces: 5
  - Quantity: 5
  - Returnable: 90-Day
  - Scissors Product Type: Straight Scissors
  - Tools Product Type: Hand Tool
  - Type of Scissor Blade: Straight

Warranty / Certifications:
  - Manufacturer Warranty: No Warranty
"
Hand Tools / Hand Tool Sets / Electricians Tool Sets,Klein Tools,94126,6-Piece Apprentice Electrician Tool Set (94126),https://www.homedepot.com/p/Klein-Tools-6-Piece-Apprentice-Electrician-Tool-Set-94126-94126/308709644,"About This Product The 6-Piece Apprentice Tool Set includes a variety of valuable tools for any professional or do-it-yourself electrician. The set includes two Side-Cutting Pliers (Cat. Nos. D2288, D2139NE), Long-Nose Pliers (Cat. No. D2038), Wire Stripper (Cat. No. 11055) plus two popular Cushion-Grip screwdrivers (Cat. Nos. 6014, 6034). These essential tools work for basic electrical tasks in addition to projects around the house. Highlights Tool set for professionals and do-it-yourself DIY enthusiastsIncludes 3-pairs of pliers, a wire stripper and 2-screwdriversGreat for everyday electrical work and home improvement projects 6-piece set includes the essential tools for the trade apprentice or DIY'er2-sets of side-cutting pliers provide 46% more cutting powerThe short jaws and beveled cutting edges on the diagonal-cutters permit close cutting of wireLong-nose pliers with extended handles provide added reach and leverageNarrow 3/16 in. cabinet tip screwdriver permits blade access where space is limited#2 Phillips screwdriver tip is precision machined for accurate fit and torque without slippageCushion-Grip screwdriver handles provide greater torque and comfort<a href=""https://www.homedepot.com/b/Tools-Hand-Tools-Hand-Tool-Sets/Klein-Tools/N-5yc1vZc22xZ3xg"" target=""_blank"" style=""color:#F96302;"">Shop Klein Tools Hand Tool Sets here </a><img src=""https://inlinecontent.thdstatic.com/27L/KLEIN TOOLS INC/wire-strippers-kleinkurve-inlinecontent.jpg""><a href=""https://www.homedepot.com/b/Klein-Tools/N-5yc1vZ3xg"" target=""_blank"" style=""color:#F96302;"">Click here for more Klein Tool products</a><img src=""https://inlinecontent.thdstatic.com/27L/KLEIN TOOLS INC/cushion-grip-screwdriver-inlinecontent.jpg""><img src=""https://inlinecontent.thdstatic.com/27L/KLEIN TOOLS INC/side-cutting-pliers-highleverage-inlinecontent.jpg""> None","Details:
  - Electrical Tools Features: Handheld
  - Hand Tool Type: Electrical Tool Set
  - Number of Pieces: 6
  - Returnable: 90-Day
  - Tools Included: Cutting Pliers,Individual Screwdrivers,Long Nose Pliers
  - Tools Product Type: Multiple Tool Set

Warranty / Certifications:
  - Manufacturer Warranty: Please refer to the attached warranty document in the Product Overview section above under Info & Guides
"
Hand Tools / Hand Tool Sets / Wrench Sets,Milwaukee,48-22-7400,6 in. and 10 in. 2-Piece Adjustable Wrench Set,https://www.homedepot.com/p/Milwaukee-6-in-and-10-in-2-Piece-Adjustable-Wrench-Set-48-22-7400/207103151,"About This Product 2-piece 6 in. and 10 in. Adjustable wrench set has been designed from the ground up to offer maximum productivity to the professional user. The adjustable wrenches feature a proprietary adjustment screw for jaws that won't back off. The ergonomic handle form has been designed for maximum comfort and won't dig into the palms, and is chrome plated for rust protection and maximum tool life. The wrenches parallel jaw design wont slip or damage finish surfaces, and a tether-ready handle loop makes the Milwaukee 48-22-7400 perfect for the toughest of jobsites. Milwaukee stands behind their product and offers a Limited Lifetime Warranty with all adjustable wrenches. The Milwaukee 48-22-7400 includes (1) 48-22-7406 6 in. Adjustable Wrench and (1) 48-22-7410 10 in. Adjustable Wrench. Highlights Proprietary adjustment screw - jaws won't back offSmooth jaws won't damage chrome surfacesLaser etched ruler for easy-to-read, accurate size adjustment Adjustment screw gears designed for smooth adjustmentChrome plated for rust protection and durabilityErgonomic handle form - maximum comfort, won't ding into the palmLaser etched ruler for easy-to-read, accurate size adjustmentProprietary adjustment screw - jaws won't back offTether-Ready Handle LoopLimited Lifetime Warranty<a href=""https://www.homedepot.com/b/Milwaukee/N-5yc1vZzv"" target=""_blank"" style=""color:#F96302;"">Shop All Milwaukee Tools</a> None","Details:
  - Features: Open-End
  - Hand Tool Type: Adjustable Wrench
  - Individual/Set: Set
  - Number of Pieces: 2
  - Pack Size: 1
  - Returnable: 90-Day
  - SAE vs. Metric: SAE
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Limited Lifetime Warranty
"
Hand Tools / Wrenches / Ratcheting Wrenches,Husky,HRW20PCFOLD,72-Tooth Ratcheting SAE/MM Combination Wrench Set (20-Piece),https://www.homedepot.com/p/Husky-72-Tooth-Ratcheting-SAE-MM-Combination-Wrench-Set-20-Piece-HRW20PCFOLD/328959326,"About This Product Husky Ratcheting Wrenches feature a 12-point design pattern to help prevent fastener damage and increase torque. Their slim design fits into tight spaces where other wrenches may not. A durable, polished chrome finish provides corrosion resistance for a lifetime of use. Highlights Set includes 10 SAE and 10 Metric ratcheting wrenchesIncludes folding case for compact storage and organization0° offset box-end for maximum clearance in tight spaces Alloy steel construction provides durability and long-lasting performanceBox end provides additional leverage and less likelihood of slipping when used on hard-to-remove fastenersRatcheting box ends need only a 5° arc swing to turn fastenerLarge, hard-stamped size markings allow for easy identificationFull-polished chrome finish easily wipes clean of oil and dirtWrenches feature off-corner loading to help prevent the rounding of fasteners0° offset box end allows for maximum clearance in tight spacesOpen end allows the wrench to be slid into position from the side of the fastenerChamfered lead-ins help provide fast and easy placement onto fastenersMeets or exceeds ANSI standards20-piece set includes wrenches covering SAE sizes 1/4"", 5/16"", 3/8"", 7/16"", 1/2"", 9/16"", 5/8"", 11/16"", 3/4"", &amp; 13/16"" and metric sizes 8mm, 9mm, 10mm, 11mm, 12mm, 13mm, 14mm, 15mm, 17mm, &amp; 18mmCall 1-888-HD-Husky for customer service and support None","Details:
  - Features: No Additional Features,Open-End
  - Hand Tool Type: Combination Wrench Set
  - Individual/Set: Set
  - Measurement System: Inches,Metric
  - Number of Pieces: 20
  - Returnable: 90-Day
  - SAE vs. Metric: Metric,SAE
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Tools backed Lifetime Warranty with no questions, no receipt required
"
Hand Tools / Wrenches / Torque Wrenches,Husky,H2DTWA-03,50 ft./lbs. to 250 ft./lbs. 1/2 in. Drive Torque Wrench,https://www.homedepot.com/p/Husky-50-ft-lbs-to-250-ft-lbs-1-2-in-Drive-Torque-Wrench-H2DTWA-03/316924574,"About This Product The Husky 1/2"" Click Torque Wrench is made of alloy steel construction for strength and long-lasting performance. Its ergonomically-designed handle easily turns to set torque. The finish provides resistance to corrosion and wipes clean easily. Highlights Torque wrench is calibrated to ±3% accuracyTorque wrench features a range of 50 ft-lbs to 250 ft-lbsSolvent-resistant, dual-material comfort grip Torque range: 50 ft-lbs to 250 ft-lbsTorque accuracy of ±3% CW in the upper 80% of wrench capabilityDesigned to give an audible click when torque setting is reachedDo not use with universal joints or flex socketsOil-resistant elastomeric handleHard plastic case for storage and protectionTwist lock ring locks torque setting in placeHandle twist to easily set desired torqueSealed head keeps out dirt and oilAlloy steel constructionWhen the wrench is set a the low end of the torque range, the click will be less then when at the high end of rangeMeets or exceeds ANSI standardsCall Husky for customer service and supportLimited lifetime warranty (limited to defects, does not cover calibration, normal wear and tear) None","Details:
  - Color Family: Chrome
  - Features: Calibrated,No Additional Features
  - Hand Tool Type: Torque Wrench
  - Handle Type: Normal
  - Head Type: Specialty
  - Individual/Set: Individual
  - Material: Steel
  - Maximum Torque (ft.-lb.): 250
  - Minimum Torque (ft.-lb.): 50
  - Returnable: 90-Day
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Lifetime Warranty with no questions, no receipt required

Dimensions:
  - Drive Size: 1/2 in
  - Wrench length (in.): 24.2
"
Hand Tools / Hand Tool Sets / Wrench Sets,Husky,99886,Adjustable Wrench Set (3-Piece),https://www.homedepot.com/p/Adjustable-Wrench-Set-3-Piece-99886/309180853,"About This Product The 3-piece adjustable wrench set includes one 6 in., one 8 in. and one 10 in. adjustable wrench. Anti-slip frictionless design for smooth adjustments. It is designed to be used with multiple sizes of nuts and bolts. This tool is a must have for the professional or Do-It-Yourselfer. Highlights Adjustable wrench features a large knurl for easy adjustmentHex jaw design reduces slippage by gripping fasteners tightlyHeat-treated steel ensures a durable performance Extra wide jaw capacityLaser etched scale for quick and easy size adjustmentHeavy-duty handle for tough jobsSAE or metricCall 1-888-HD-HUSKY for customer service and support.Backed by a Lifetime Warranty. If your Husky product ever fails, bring it back and we will replace it for free. <a href=""https://www.homedepot.com/c/huskywarranty"" target=""_blank"" style=""color:#F96302;"">Click here for details.</a><a href=""https://www.homedepot.com/b/Husky/N-5yc1vZrd"" target=""_blank"" style=""color:#F96302;"">Click here to view more exclusive Husky products.</a> None","Details:
  - Features: No Additional Features
  - Hand Tool Type: Wrench Set
  - Individual/Set: Set
  - Number of Pieces: 3
  - Pack Size: 3
  - Returnable: 90-Day
  - SAE vs. Metric: Metric,SAE
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Lifetime warranty
"
Hand Tools / Hand Tool Sets / Wrench Sets,Crescent,AC3610CVS,6 in. and 10 in. Cushion Grip Adjustable Wrench Set (2-Piece),https://www.homedepot.com/p/Crescent-6-in-and-10-in-Cushion-Grip-Adjustable-Wrench-Set-2-Piece-AC3610CVS/329441489,"About This Product Crescent, the original adjustable wrench, has innovation that helps you work smarter, not harder. The new off-corner loading feature allows for better fastener fit and ultimately saves time and headache on the job. Full lifetime warranty. Highlights Easy on/off design won't snag on fastenersInnovative jaw design prevents fastener roundingIncludes 2 wrenches, 6 in. and 10 in. Quick-Fit jaw design with 1° chamfered lead-ins allows for rapid placement on and off fasteners - no more snagging jaws!Off-corner loading inside the jaws helps prevent fastener rounding when applying heavy torqueSlim head and wide jaw design for 20% greater access and capacityCushion grip handle is oil and solvent-resistant for all-day comfort and durabilityLarger knurl provides an easier adjustment and tighter jaw fit which reduces bindingLaser-etched markings in SAE and metric make it easier to read and adjust fastener sizeCrescent Tools - The Original Adjustable Wrench None","Details:
  - Features: No Additional Features
  - Hand Tool Type: Adjustable Wrench
  - Individual/Set: Set
  - Number of Pieces: 2
  - Pack Size: 1
  - Returnable: 90-Day
  - SAE vs. Metric: Metric,SAE
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Full lifetime
"
Hand Tools / Screwdrivers & Nut Drivers / Screwdrivers / Screwdriver Sets,Milwaukee,48-22-2202,1000-Volt Insulated Screwdriver Set (3-Piece),https://www.homedepot.com/p/Milwaukee-1000-Volt-Insulated-Screwdriver-Set-3-Piece-48-22-2202/204069720,"About This Product The Milwaukee 48-22-2202 is a 3-Piece Insulated Screwdriver set. The Set is UL Classified and have precision hardened bits tips to extend life in driver applications. The set contains (1) Slotted 1/4 in. x 6 in. Screwdriver, (1) #2 Phillips x 4 in. Screwdriver and (1) #1 ECX x 4 in. Screwdriver. Milwaukee Insulated Screwdrivers deliver maximum functionality and versatility to the jobsite. Highlights Dual layer insulationUL tested to 1000VLimited Lifetime Warranty UL classified only Milwaukee offers UL classified insulated screwdrivers1000-Volt insulated protectionTested and certified to insulated tool standards IEC 60900:2004, ASTM F1505-10, NFPA 70EVDE and GS certifiedDual layer insulated offers visual wear indication for tool replacementLanyard holes prevent tool drops and protect insulation from damageVisible ID markings allow for quick tool identification on jobsite<a href=""https://www.homedepot.com/b/Milwaukee/N-5yc1vZzv"" target=""_blank"" style=""color:#F96302;"">Shop All Milwaukee Tools</a> None","Details:
  - Color Family: Red
  - Drive Style: Combination
  - Electrical Tools Features: No Additional Features
  - Hand Tool Type: Screwdriver Set
  - Individual/Set: Set
  - Number of Pieces: 3
  - Returnable: 90-Day
  - Tool Set Type: Screwdriver Sets
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Limited Lifetime
"
Hand Tools / Hand Tool Sets / Nut Driver Sets,Husky,HBND10PCM,BITE Metric Impact Ready Interchangeable Nut Driver Set with Cushion-Grip Handle (10-Piece),https://www.homedepot.com/p/Husky-BITE-Metric-Impact-Ready-Interchangeable-Nut-Driver-Set-with-Cushion-Grip-Handle-10-Piece-HBND10PCM/326447207,"About This Product The new Husky BITE 10-Piece Metric Nut Driver Set features 10 interchangeable drivers and 1 ergonomic cushion grip handle. Driver bits are constructed of chromoly for superior durability. The cushion grip handle helps reduce fatigue and provides additional comfort for ease of use. The driver ends feature a unique gripping profile, allowing the user to apply 2x more torque before a fastener rounds vs. a standard driver end. Hollow shafts provide higher maximum bolt clearance, allowing access to longer bolts or threaded rods. Highlights Innovative design provides 2x stronger grip on a fastenerCr-Mo steel shanks designed to be used in 1/4"" impact driversMetric set includes a build-out compatible storage case Includes 7 long shaft sizes (4mm, 5mm, 6mm, 8mm, 9mm, 10mm, and 12mm) and 3 short shaft sizes (5mm, 6mm, &amp; 8mm) and a Build-Out compatible storage caseUnique 6-point BITE design offering 2x more applicable torque and reduces the risk of fastener roundingDriver bits are impact and power tool readyIncludes a build-out compatible storage caseErgonomic cushion grip handle helps reduce hand fatigue and provides additional comfort for ease of useHollow shaft design provide greater clearance for longer bolts or threaded rodsManufactured from premium chromoly steel for superior durabilityCorrosion-resistant black oxide shaftsHandle can be used with a 1/4"" drive tool or ratchet for greater torque or accessCall 1-888-HD-HUSKY for customer service and support.Tools backed by a lifetime warranty, if your Husky product ever fails, bring it back and we will replace it for free None","Details:
  - Color Family: Black
  - Hand Tool Type: Nut Driver Set
  - Individual/Set: Set
  - Number of Pieces: 10
  - Returnable: 90-Day
  - SAE vs. Metric: Metric
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Tools backed by a lifetime warranty. If your Husky product ever fails, bring it back and we will replace it for free.
"
Hand Tools / Screwdrivers & Nut Drivers / Screwdrivers / Multi-Bit Screwdrivers,DEWALT,DWHT68001,Max Fit Telescoping Ratcheting Multi-Bit Combination Screwdriver Set (10-Piece),https://www.homedepot.com/p/DEWALT-Max-Fit-Telescoping-Ratcheting-Multi-Bit-Combination-Screwdriver-Set-10-Piece-DWHT68001/317265368,"About This Product The DEWALT MAX FIT Telescoping Multi-Bit Ratcheting Screwdriver is designed for maximum fit within fasteners and helps reduce the potential for stripped screws. The soft, ergonomic, bi-material grip offers comfort and torque. Telescoping bar allows for easy storage or reach. Highlights Ratcheting mechanism for easy fastening or screw removalComfortable bi-material grip on screwdriver for added comfortReduced stripping and slipping with MAX FIT tip Help reduce slippage and stripping with MAX FIT tips designed for better contact with fastenersFind the right length that retracts for storage with telescoping barRatcheting allows the user to turn the driver without stopping to adjust wrist positionSecure and comfortable grip with bi-material handle1 in. and 2 in. bits: slotted 3/16 in., slotted 1/4 in., PH1, PH2, SQ2<a href=""https://www.homedepot.com/b/DEWALT/N-5yc1vZ4j2?cm_sp=vanity-_-dewalt-_-APR20"" target=""_blank"">Shop All Dewalt Tools</a> None","Details:
  - Drive Style: Combination
  - Hand Tool Type: Multibit Screwdriver
  - Handle Material: Composite
  - Individual/Set: Individual
  - Magnetic Tip: No
  - Maximum tip size: #2
  - Number of Pieces: 10
  - Pack Size: 1
  - Ratcheting: Yes
  - Returnable: 90-Day
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Limited Lifetime Warranty

Dimensions:
  - Assembled Depth (in.): 11.73 in
  - Assembled Height (in.): 1.49 in
  - Assembled Width (in.): 4.72 in
  - Handle Length (in.): 4.75
  - Minimum tip size: #1
  - Shaft Length (in.): 5.25
"
Hand Tools / Hand Tool Sets / Screwdriver Sets,Milwaukee,48-22-2710,Combination Screwdriver Set (10-Piece),https://www.homedepot.com/p/Milwaukee-Combination-Screwdriver-Set-10-Piece-48-22-2710/302174758,"About This Product Featuring hardened tips and forged shanks the Milwaukee 10-Piece Screwdriver Set provides professional grade solutions and durability to the user. Bit types are marked on the cap of each tool for quick identification and increased efficiency. The comfortable tri-lobe handle allows users to comfortably apply more leverage. Highlights Lifetime WarrantyComfortable Tri-Lobe HandleMagnetic Tips 10-piece screwdriver set with squareComfortable tri-lobe handleMagnetic tipsVisible ID markings allows for quick tool identification on jobsiteIncludes: Phillips #1 x 3 in., Phillips #2 x 1-1/2 in. Phillips #2 x 4 in., Phillips #2 x 6 in., slotted 1/4 in. x 1-1/2 in., slotted 1/4 in. x 4 in., slotted 3/16 in. x 6 in., slotted 5/16 in. x 6 in., square #1, square #2Wrench ready hex shanksLanyard holeHardened tips for durability<a href=""https://www.homedepot.com/b/Milwaukee/N-5yc1vZzv"" target=""_blank"" style=""color:#F96302;"">Shop All Milwaukee Tools</a> None","Details:
  - Color Family: Red
  - Drive Style: Combination
  - Hand Tool Type: Screwdriver Set
  - Individual/Set: Set
  - Magnetic Tip: Yes
  - Number of Pieces: 10
  - Returnable: 90-Day
  - Tool Set Type: Screwdriver Sets
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Limited Lifetime Warranty
"
Hand Tools / Screwdrivers & Nut Drivers / Screwdrivers / Multi-Bit Screwdrivers,Husky,132660011,6-in-1 Screwdriver,https://www.homedepot.com/p/Husky-6-in-1-Screwdriver-132660011/301959988,"About This Product The Husky 6-in-1 Reversible Screwdriver Set includes a handle, a reversible shaft and 2 double-sided bits. The high-grade durable acetate handle resists damage by solvents and chemicals and ball-and-spring retention in the shaft and handle offer a positive fit. The bits are precision formed for resistance to camp-out and for better engagement with fasteners. The shaft is chrome-plated for corrosion resistance. Highlights Includes a handle, reversible shaft, and 2 double-sided bits.Chrome-plated shaft is durable and resists corrosionLifetime Warranty, no receipt required. Tough acetate handle offers strength, durability and resistance to solvents and chemicalsBall-and-spring retention in the shaft and handle offer a positive fitPrecision-formed bits provide resistance to cam-out and better engagement with fastenersChrome-plated shaft resists corrosionSet includes a handle, a reversible shaft and 2 double-sided bits1-bit features a #1 Philips tip and a 3/16 in. slotted tip and 1 bit features a #2 Philips tip and a 9/32 in. slotted tip1/4 in. and 5/16 in. nut drivers are built into the shaftBacked by a Lifetime Warranty. If your Husky product ever fails, bring it back and we will replace it for free. <a href=""https://www.homedepot.com/c/huskywarranty"" target=""_blank"" style=""color:#F96302;"">Click here for details.</a><a href=""https://www.homedepot.com/b/Husky/N-5yc1vZrd"" target=""_blank"" style=""color:#F96302;"">Click here to learn more about exclusive Husky products</a> None","Details:
  - Drive Style: Combination
  - Hand Tool Type: Multibit Screwdriver
  - Handle Material: Plastic
  - Individual/Set: Set
  - Magnetic Tip: No
  - Maximum tip size: 9/32 in.
  - Number of Pieces: 1
  - Pack Size: 1
  - Ratcheting: No
  - Returnable: 90-Day
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: Lifetime Warranty

Dimensions:
  - Assembled Depth (in.): 9.06 in
  - Assembled Height (in.): 4.33 in
  - Assembled Width (in.): 11.70 in
  - Handle Length (in.): 4.35
  - Minimum tip size: 3/16 in.
  - Shaft Length (in.): 2.06
"
Hand Tools / Hand Tool Sets / Screwdriver Sets,Husky,HUSKY014-1,Screwdriver Set with Magnetic Tip (14-Piece),https://www.homedepot.com/p/Screwdriver-Set-with-Magnetic-Tip-14-Piece-HUSKY014-1/325077618,"About This Product The Husky 14-pc Dual Material Screwdriver Set includes 6 slotted screwdrivers, 5 Philips screwdrivers and 3 Torx screwdrivers for all your fastening work. The handle is crafted in a special shape to provide greater torque and increased comfort, with a unique, dual material design to eliminate grip slippage during high-torque applications. The blades are chrome plated for corrosion resistance. Highlights Extra-Comfort grip for easy useIncludes 14 screwdriversFeatures heat-treated alloy steel blades for added strength 6 slotted: 1/8 in. x 1-1/2 in., 3/32 in. x 1-1/2 in., 1/4 in. x 1-1/2 in., 3/16 in. x 3 in., 3/16 in. x 4 in., 1/4 in. x 4 in.5 Philips: PH0X1-1/2 in., PH2X1-1/2 in., PH0X3 in., PH1X3 in., PH2X4 in.3 Torx: T20X4 in., T25X4 in., T30X4 in.Heat-treated, alloy steel blades for added strengthChemical-resistant handle features soft grip for comfortable use and increased torqueUnique handle design for extra-comfortChrome plated blade for corrosion resistance None","Details:
  - Color Family: Red
  - Drive Style: Combination
  - Hand Tool Type: Screwdriver Set
  - Individual/Set: Set
  - Magnetic Tip: Yes
  - Number of Pieces: 14
  - Returnable: 90-Day
  - Tool Set Type: Screwdriver Sets
  - Tools Product Type: Hand Tool

Warranty / Certifications:
  - Manufacturer Warranty: 5 year warranty
"
